text,category,region,organization
ขอให้หน่วยงานที่เกี่ยวข้องดำเนินการป้องกันและปราบปรามโต๊ะพนันฟุตบอลและบ่อนการพนัน ในพื้นที่ อ.หาดใหญ่ จ.สงขลา อย่างจริงจัง,อาชญากรรม ยาเสพติดและการพนัน,สงขลา,ยธ.
กรณีได้รับการร้องเรียนจากพระภิกษุสงฆ์ระดับเจ้าอาวาส เจ้าคณะตําบล เจ้าคณะอําเภอ และเจ้าคณะจังหวัดทั่วประเทศ เนื่องจากไม่ได้รับค่านิตยภัตเป็นเวลา ๓ เดือน ทําให้ไม่มีเงินจ่าย ค่าน้ำ ค่าไฟ จึงขอให้พศ. และหน่วยงานที่เกี่ยวข้องดําเนินการเร่งรัดจ่ายเงินค่านิตยภัตโดยด่วนทั้งนี้ สภาผู้แทนราษฎรได้ส่งเรื่องให้ มท. พิจารณาโดยตรงแล้ว,ศิลปะ วัฒนธรรม ศาสนา,ทุกภูมิภาค,พศ.
ขอให้หน่วยงานที่เกี่ยวข้องดำเนินการฟื้นฟูเศรษฐกิจของ จ.ระยองและภาคตะวันออก ดังนี้ 1. เร่งรัดกวาดตู้สล็อตแมชชีน2. เร่งก่อสร้างอ่างเก็บน้ำใน จ.ระยอง จำนวน 2 แห่ง คือ อ่างเก็บน้ำคลองโพล้ อ.เขาชะเมา อ่างเก็บน้ำคลองน้ำเขียว อ.แกลง และในพื้นที่ จ.จันทบุรี 1 แห่ง คืออ่างเก็บน้ำคลองวังโตนด3. เร่งปรับปรุงท่าเทียบเรืออ่าวมะขามป้อม ต.กร่ำ อ.แกลง จ.ระยอง,เศรษฐกิจ การคลัง,ภาคตะวันออก,ตร.
ขอให้หน่วยงานที่เกี่ยวข้องดำเนินการช่วยเหลือกรณีประชาชนในพื้นที่ ต.ผาช้างน้อย อ.ปง จ.พะเยา ได้รับผลกระทบจากมติ ครม. เมื่อวันที่ ๓๐ มิ.ย. ๔๑ เกี่ยวกับมาตรการและแนวทางแก้ไขปัญหาที่ดินและป่าไม้ ที่ก่อให้เกิดปัญหากับชุมชนที่อาศัยอยู่ดั้งเดิม ทั้งเรื่องที่ดินทำกินสิทธิในการพัฒนาพื้นที่ เช่น ถนน โรงเรียน สาธารณสุข เป็นต้น,ที่ดินทำกิน,พะเยา,ทส.
ขอติดตามการตอบกระทู้ถาม ของ นรม. เรื่องที่ดินทำกินที่อยู่อาศัยและการออกเอกสารสิทธิให้กับประชาชน และให้ตอบในราชกิจจานุเบกษา (กระทู้ถามที่ ๐๗๓ ร.) สลน. ได้แจ้งให้ทราบแล้วว่ากระทู้ถามดังกล่าวอยู่ระหว่างการพิจารณาของส่วนราชการที่เกี่ยวข้อง,ที่ดินทำกิน,ทุกภูมิภาค,กค.
ขอให้หน่วยงานที่เกี่ยวข้องหรือองค์กรการกุศลให้ความช่วยเหลือและจ่ายเงินเยียวยาให้ครอบครัวของนายพลวัฒน์ บุตรวงค์ ประชาชนใน จ.หนองบัวลําภู ซึ่งได้เสียชีวิตจากการติดเชื้อโรคโควิด - 19 ในสถานกักกันโรงพยาบาลของรัฐบาล แต่ยังไม่มีหน่วยงานใดเข้าให้ความช่วยเหลือ,สวัสดิการ,หนองบัวลำภู,สธ.
กรณีการเกิดปัญหาน้ำท่วมฉับพลันและน้ำป่าไหลหลากจากอิทธิพลของพายุโซนร้อนซินลากู ทำให้ประชาชนในพื้นที่ จ.เลย ได้รับความเดือดร้อนจึงขอให้หน่วยงานที่เกี่ยวข้องดำเนินการแก้ไขปัญหา,สาธารณภัย,เลย,มท.
"ขอให้แก้ไขปัญหาความเดือดร้อนของประชาชน ดังนี้ 
๑. ขอให้แก้ไขปัญหาค่าความชื้นของข้าวเปลือก โดยขอให้มีการลดมาตรการในการเข้าสู่การประกันรายได้สามารถได้รับเงินเต็มจำนวนโดยค่าความชื้นที่รับได้อยู่ที่ ๒๐-๒๕ เปอร์เซ็นต์ เนื่องจากชาวนาประสบปัญหาอุทกภัยไม่สามารถทำข้าวที่มีความชื้น ๓๐ เปอร์เซ็นต์ได้ 
๒. ขอให้แก้ปัญหาปุ๋ยมีราคาแพง เพื่อช่วยเหลือเกษตรกร 
๓. การพักชำระหนี้เงินต้นและดอกเบี้ยของ ธกส. เพื่อช่วยเหลือชาวนาให้ผ่านพ้นวิกฤตเศรษฐกิจในปัจจุบัน 
๔. ขอให้เตรียมการแก้ไขปัญหา ภัยแล้งที่กำลังจะเกิดขึ้นที่อาจทำให้ชาวนาไม่สามารถปลูกข้าวได้ 
๕. ขอให้มีมาตรการทางภาษีที่เอื้อต่อพ่อค้าแม่ค้าที่เข้าร่วมโครงการคนละครึ่ง",การเกษตร,ทุกภูมิภาค,พณ.
ขอให้หน่วยงานที่เกี่ยวข้องพิจารณาแก้ไขปัญหาอาหารกลางวันของศูนย์การศึกษาอิสลามประจำมัสยิด (ตาดีกา) ซึ่งผ่านมา ๒ ปีแล้ว แต่ยังไม่ได้รับการแก้ไขปัญหาดังกล่าว,การศึกษา,ทุกภูมิภาค,มท.
ขอความเป็นธรรมกรณีถูกเจ้าหน้าที่ป่าไม้ สํานัก ๖ อุดรธานี เข้าตรวจค้นโรงไม้และขอตรวจใบอนุญาตพื้นที่โรงไม้ของผู้ร้อง ที่ตั้งอยู่ในเขตพื้นที่ อ.โพนพิสัย จ.หนองคาย โดยไม่มีหมายตรวจหรือหมายค้นมาแสดง โดยผู้ร้องยืนยันว่าตนเองมิได้กระทําผิด กฎหมาย และกล่าวอ้างว่าเจ้าหน้าที่มีการเรียกรับเงินจากผู้ร้อง แต่ผู้ร้องและสามีไม่ยินยอม จนถูกเจ้าหน้าที่แจ้งข้อกล่าวหาฐานมีไม้แปรรูปหวงห้ามไว้ในครอบครองโดยไม่ได้รับอนุญาต และต่อมาเจ้าหน้าที่ได้แจ้งให้ผู้ร้องทราบว่าได้ไปแจ้งความ เพื่อดําเนินคดีกับผู้ร้องไว้ ณ สภ.โพนพิสัย ซึ่งผู้ร้องเห็นว่าเป็นการกลั่นแกล้งและสร้างความไม่เป็นธรรมให้กับผู้ร้อง,ผู้มีอิทธิพล การทุจริตและประพฤติมิชอบ,หนองคาย,สปน.
"ขอให้หน่วยงานที่เกี่ยวข้องแก้ไขปัญหาความเดือดร้อนของประชาชนในพื้นที่หมู่ที่ ๒ , ๖ , ๑๐ และ ๑๑ ต.น้ำหัก อ.คีรีรัฐนิคม จ.สุราษฎร์ธานี เนื่องจากมีการรังวัดที่ดินเพื่อออกโฉนดให้กับกลุ่มนายทุน จำนวน ๘๐๐ ไร่ โดยไปทับซ้อนกับที่ดินทำกินของประชาชน จำนวน ๑๒๐ ไร่ บนที่ดิน ๑๒ แปลง สร้างความเดือดร้อนให้กับประชาชนกว่า ๕๐ ครัวเรือนทั้งนี้ สภาผู้แทนราษฎรได้ส่งเรื่องให้ มท. พิจารณาโดยตรงแล้ว",ที่ดินทำกิน,ทุกภูมิภาค,สคทช.
"ขอให้รอง นรม. (นายวิษณุ เครืองาม) ในฐานะประธาน ก.ก.ถ. พิจารณาแก้ไขปัญหาในการดูแลถนนเดชอุดม–นาห่อม ทล ๒๑๙๑ ตำบลสมสะอาด อำเภอ
เดชอุดม จังหวัดอุบลราชธานี เนื่องจากมีการถ่ายโอนภารกิจจาก คค. ให้มาอยู่ในความดูแลของ อปท. แต่ไม่ได้รับการซ่อมแชมและดูแลรักษามาเป็นเวลานานเนื่องจากเกินความสามารถของ อปท. รวมถึงขอให้พิจารณาการถ่ายโอนให้กลับไปอยู่ในความดูแลของ คค. เช่นเดิม เพื่อแก้ไขปัญหาให้ประชาชนเข้าถึงถนนสาธารณะที่มีคุณภาพ",โครงสร้างพื้นฐานและสาธารณูปโภค,อุบลราชธานี,มท.
"ขอให้รัฐบาลพิจารณาจ่ายเบี้ยความพิการให้กับผู้พิการที่ยังไม่ได้รับเงินเพิ่มจากคนละ ๘๐๐ บาท เป็น ๑,๐๐๐ บาท จำนวน ๘๐๐,๐๐๐ คน เพื่อลดความเหลื่อมล้ำทางสังคมให้กับผู้พิการ",สวัสดิการ,ทุกภูมิภาค,พม.
(๑) ขอขอบคุณนายกรัฐมนตรีและ รมว.สธ. ที่ดูแลและจัดสรรวัคซีนให้ประชาชนในจังหวัดนครราชสีมา(๒) ขอให้จัดสรรวัคซีนให้กับประชาชนในจังหวัดนครราชสีมาที่ยังไม่ได้รับวัคซีนอีกประมาณร้อยละ ๒๐ ให้ได้รับวัคซีนอย่างทั่วถึง,อื่น ๆ,นครราชสีมา,สธ.
ขอให้หน่วยงานที่เกี่ยวข้องเร่งแก้ไขปัญหาราคาพืชผลทางเกษตรตกต่ำ และการขาดแคลนรายได้ของเกษตรกร ในพื้นที่ ต.ทุ่งผาสุข อ.เชียงคำ และ อ.ภูซาง จ.พะเยา เนื่องจากได้รับผลกระทบจากการแพร่ระบาดของโรคโควิด - 19,ราคาสินค้าเกษตร,พะเยา,พณ.
ขอให้สำนักการจราจรและขนส่ง กทม. ติดตั้งกล้องโทรทัศน์วงจรปิด (CCTV) ในพื้นที่ ซ.บางกระดี่ ๑๔ อาคารเลขที่ ๑๔ และ ๑๖ (อู่ซ่อมรถ) แขวงแสมดำ เขตบางขุนเทียน กทม. และต่อมาสำนักการจราจรและขนส่งได้แจ้งให้ทราบว่าเห็นควรดำเนินการตามที่ผู้ร้องเสนอและคาดว่าจะลงนามในสัญญาภายในเดือน เม.ย. ๖๓ แต่ปัจจุบันมีการติดตั้งกล้องฯ บริเวณหน้าอาคารเลขที่ ๑๔ เพียงจุดเดียว จึงไม่ตรงกับข้อเท็จจริงที่สำนักการจราจรและขนส่งได้ระบุไว้,โครงสร้างพื้นฐานและสาธารณูปโภค,กรุงเทพมหานคร,สปน.
สืบเนื่องจากเหตุจลาจลในพื้นที่พักพิงชั่วคราวแม่หละ อ.ท่าสองยาง จ.ตาก จึงขอให้หน่วยงานที่เกี่ยวข้องสืบหาผู้กระทำความผิดในการทำลายทรัพย์สิน สำนักงาน อาคารบ้านพัก ยานพาหนะ ปล้นสะดม และปิดถนนสายหลักจุดไฟเผากลางถนนและปาก้อนหินใส่ผู้สัญจรไปมา ซึ่งเป็นการกระทำเกินกว่าเหตุ มาลงโทษโดยเด็ดขาด และขอให้ตั้งกรรมการสอบสวนหาข้อเท็จจริงเกี่ยวกับข้อพิพาทระหว่างผู้หนีภัยการสู้รบในพื้นที่ดังกล่าวกับเจ้าหน้าที่ ซึ่งหากพบว่าเจ้าหน้าที่กระทำผิดจะต้องลงโทษโดยไม่มีการละเว้น โดยขอให้ภาครัฐ เอกชน องค์กรระหว่างประเทศ และองค์กรการกุศล ร่วมมือกันสร้างมาตรการเพื่อไม่ให้เกิดเหตุการณ์ดังกล่าวขึ้นอีก,ความมั่นคง,ตาก,มท.
"(๑) ขอให้เร่งเยียวยาให้กับประชาชนใน อ.สองพี่น้อง จ.สุพรรณบุรี โดยชดเชยค่าแรงให้คนงานที่ถูกปิดกิจการครึ่งหนึ่ง
(๒) ขอให้เยียวยากรณีมีคำสั่งปิดตลาดหรือชุมชนต่าง ๆ เพื่อเป็นมาตรฐานเดียวกันทั้งประเทศ",สวัสดิการ,สุพรรณบุรี,รง.
ขอให้ผลักดันนโยบายซอฟต์พาวเวอร์ (Soft power) เพื่อสนับสนุนการเผยแพร่กระแสวัฒนธรรมประจำชาติไทยให้เกิดรูปธรรม ได้แก่ ดนตรี กีฬา ภาพยนตร์ เป็นต้น เพื่อสร้างรายได้และชื่อเสียงให้กับประเทศ,ศิลปะ วัฒนธรรม ศาสนา,ทุกภูมิภาค,สศช.
ขอเสนอท่าที่ไม่เห็นด้วยที่ประเทศไทยจะเข้าร่วมเป็นสมาชิก CPTPP เพราะปัจจุบันรัฐบาลยังไม่มีมาตรการเตรียมความพร้อม ที่จะรองรับช่วยเหลือ และแก้ไขปัญหาให้กับผู้ประกอบการโลจิสติกส์ไทยอย่างเป็นรูปธรรม,การพาณิชย์,ทุกภูมิภาค,สปน.
ขอให้หน่วยงานที่เกี่ยวข้องดำเนินการจัดสรรงบประมาณเพื่อจัดสร้างระบบสาธารณูปโภคพื้นฐานในพื้นที่ อ.หนองฉาง จ.อุทัยธานี ดังนี้๑) สร้างถนนคอนกรีตในพื้นที่บ้านเกาะโสภี หมู่ที่ ๗ ต.หนองนางนวล๒) จัดทำระบบประปาส่วนภูมิภาคไปยังหมู่ที่ ๑ ต.บ้านเก่า๓) สร้างหลังคาอเนกประสงค์ขนาดใหญ่ (หลังคาโดม) ในโรงเรียนหนองฉางวิทยา,โครงสร้างพื้นฐานและสาธารณูปโภค,อุทัยธานี,สปน.
ขอให้ช่วยเหลือจ่ายค่าชดเชยให้กับเกษตรกรผู้ปลูกมันสำปะหลังในพื้นที่ อ.ลำสนธิ อ.ชัยบาดาล อ.ท่าหลวง อ.สระโบสถ์ อ.โคกเจริญ อ.พัฒนานิคม และ อ.โคกสำโรง จ.ลพบุรี โดยเร่งด่วน,ราคาสินค้าเกษตร,ลพบุรี,กค.
ขอให้จัดสรรงบประมาณตามอำนาจหน้าที่ขององค์กรปกครองส่วนท้องถิ่นให้เพียงพอและสอดคล้องกับภารกิจที่ถ่ายโอนไป,เศรษฐกิจ การคลัง,ทุกภูมิภาค,สงป.
ขอให้กรมทางหลวงชนบท คค. และหน่วยงานที่เกี่ยวข้องซ่อมแซมถนนสาย อบ. ๕๐๘๑ บ้านทุ่งเกษม –บ้านกระแอกน้อย จากบริเวณสี่แยกบ้านนาเรืองถึงสามแยกบ้านคำปลากั้ง ตำบลโคกก่อง อำเภอสำโรง จังหวัดอุบลราชธานี ที่ชำรุดเสียหาย และขอให้สถานีตำรวจภูธรเมืองอุบลราชธานี กวดขันรถบรรทุกที่น้ำหนักเกินในพื้นที่ดังกล่าวทั้งนี้ สภาผู้แทนราษฎรได้ส่งเรื่องให้ คค. และ มท. พิจารณาโดยตรงแล้ว,โครงสร้างพื้นฐานและสาธารณูปโภค,อุบลราชธานี,ตร.
ขอให้ สธ. พิจารณาบรรจุตำแหน่งลูกจ้างประจำให้กับพนักงานสาธารณสุขทั่วประเทศ รวมทั้งขอให้ตำแหน่งนักจัดการงานทั่วไปสามารถเลื่อนตำแหน่งได้ถึงระดับชำนาญการพิเศษ,สาธารณสุข,ทุกภูมิภาค,สธ.
ขอให้ ตร. และ ดศ. ดำเนินการดูแล ป้องกัน และแก้ไขปัญหากรณีประชาชนอำเภอสุวรรณภูมิ จังหวัดร้อยเอ็ดถูกแก๊งเงินกู้นอกระบบหลอกลวงผ่านโซเชียลมีเดีย (Social Media) เป็นจำนวนมาก เนื่องจากเป็นการซ้ำเติมประชาชนที่ได้รับความเดือดร้อนอยู่แล้วจากปัญหาราคาข้าวตกต่ำ,อาชญากรรม ยาเสพติดและการพนัน,ร้อยเอ็ด,ดศ.
ขอให้รัฐบาลสั่งการให้ พน. สนับสนุนการจัดตั้งโครงการสหกรณ์ Solar energy for underground water จ.สกลนคร จำกัด,โครงสร้างพื้นฐานและสาธารณูปโภค,สกลนคร,สปน.
ขอให้จ่ายเงินเยียวยาประชาชนโครงการเราชนะเป็นเงินสด เนื่องจากประชาชนบางส่วนไม่มีสมาร์ทโฟนเพื่อลงทะเบียนและบางส่วนลงทะเบียนรับสิทธิ์ไม่ทัน,สวัสดิการ,ทุกภูมิภาค,กค.
ขอให้เร่งแก้ไขปัญหาภัยแล้งในพื้นที่ จ.ลพบุรี โดยสภาผู้แทนราษฎรได้ส่งเรื่องให้ กษ. พิจารณาโดยตรงแล้ว,น้ำ,ลพบุรี,กษ.
ขอให้หน่วยงานที่เกี่ยวข้องเร่งแก้ไขปัญหาให้กับประชาชนที่อยู่อาศัยและทำกินในเขตนิคมสหกรณ์สร้างตนเองพื้นที่ อ.ทองผาภูมิ และ อ.สังขละบุรี จ.กาญจนบุรี จากการประกาศเขตอุทยานแห่งชาติเขาแหลม เมื่อปี ๒๕๓๔ ทับพื้นที่ของประชาชน,ที่ดินทำกิน,กาญจนบุรี,ทส.
ขอให้ติดตามความคืบหน้าการกำหนดเขตทะเลชายฝั่ง จ.กระบี่ ตามข้อเสนอของสมาคมชาวประมง จ.กระบี่,สิ่งแวดล้อม,กระบี่,ทส.
ขอให้พิจารณาติดตามและผลักดันให้หน่วยงานของรัฐที่มีหน้าที่และอำนาจเกี่ยวข้องกับห่วงโซ่คุณค่าของสมุนไพรไทย ได้แก่ กษ. อก.พณ. ภายใต้การติดตามดูแลของ สธ. และ อว. ดำเนินการให้มีการบริหารจัดการห่วงโซ่คุณค่าสมุนไพรไทย เพื่อเพิ่มมูลค่าให้สมุนไพรไทยและพลิกฟื้นพื้นฐานชีวิตใหม่ให้กับประชาชน,วิจัย วิทยาศาสตร์ และนวัตกรรม,ทุกภูมิภาค,อว.
"ขอให้พิจารณาจัดเวทีเพื่อรับฟังปัญหาและผลกระทบจากนโยบายเสรีกัญชา 
เพื่อหาแนวทางการแก้ไขปัญหาที่เกิดจากนโยบายดังกล่าว",สาธารณสุข,ทุกภูมิภาค,สธ.
ขอเสนอแนะเกี่ยวกับการรับมือการแพร่ระบาดของโรคติดต่อเชื้อไวรัสโคโรนา 2019 ดังนี้ ๑) ขอให้รัฐบาลควบคุมแนวชายแดนที่ติดต่อกับประเทศเมียนมาร์อย่างเข้มงวด รวมทั้งตรวจสอบและดำเนินการอย่างเด็ดขาดเกี่ยวกับกรณีเจ้าหน้าที่ที่เกี่ยวข้องกับการควบคุมพรมแดนระหว่างประเทศได้ให้ความช่วยเหลือแรงงานต่างด้าวในการเข้าออกประเทศ และสำหรับนายจ้างที่จ้างแรงงานต่างด้าวผิดกฎหมายต้องควบคุมแรงงานของตนเองให้ดีหากมีการติดเชื้อของโรคติดเชื้อไวรัสโคโรนา 2019 แล้วไม่แจ้งให้ภาครัฐทราบต้องถูกดำเนินการตามกฎหมาย ๒) ขอให้รัฐบาลนำมาตรการควบคุมการระบาดของโรคติดเชื้อไวรัสโคโรนา 2019 ของประเทศสิงคโปร์มาเป็นแนวทางในการดำเนินการ เนื่องจากประเทศสิงคโปร์มีการควบคุมหอพักและตั้งโรงพยาบาลสนามในพื้นที่ที่มีการระบาดของโรค และป้องกันการเคลื่อนย้ายคนออกนอกพื้นที่ รวมทั้งมีมาตรการปูพรมค้นหาผู้ติดเชื้อ โดยเฉพาะอย่างยิ่งหอพักหรือชุมชนที่มีแรงงานต่างด้าวพักอาศัยอยู่จำนวนมาก ซึ่งจะทำให้ทราบถึงความเชื่อมโยงของการติดเชื้อ และทำให้สามารถควบคุมได้ ดังนั้น สธ. อาจมีความจำเป็นต้องขอความร่วมมือจากส่วนภูมิภาคในการส่งเจ้าหน้าที่เข้ามาช่วยในการดำเนินการ ๓) กรณีการรับคนไทยจากต่างประเทศเข้ามาภายในประเทศ ขอให้ กต. และ สธ. ร่วมกันตรวจคัดกรองอย่างเข้มงวด โดยเฉพาะผู้ที่เดินทางมาจากสหราชอาณาจักรและสาธารณรัฐแอฟริกาใต้ เนื่องจากพบว่ามีการกลายพันธุ์ของโรคติดเชื้อไวรัสโคโรนา 2019 และหากมีการแพร่ระบาดจากเชื้อที่กลายพันธุ์ จะทำให้การป้องกันดำเนินการได้ยากมากขึ้น,สาธารณสุข,ทุกภูมิภาค,ศบค.
ขอให้เร่งประชาสัมพันธ์ให้เกษตรกรผู้ผลิต และผู้นำเข้าสินค้าต่าง ๆ ทราบเกี่ยวกับประกาศของ อก.ที่กำหนดให้สารพาราควอต (Paraquart) และคลอร์ไพริฟอส (Chlorpyrifos) เป็นวัตถุอันตรายชนิดที่ ๔ โดยมีผลตั้งแต่วันที่ ๑ มิ.ย. ๖๓ และเร่งพิจารณาหาสารทดแทน สารดังกล่าว เพื่อสร้างประเทศไทยให้เป็นครัวอาหารอินทรีย์ (Organic Food Country) แห่งแรกของโลกทั้งนี้ วุฒิสภาได้ส่งเรื่องให้ อก. พิจารณาโดยตรงด้วยแล้ว,การเกษตร,ทุกภูมิภาค,สนล.
ขอให้หน่วยงานที่เกี่ยวข้องแก้ไขปัญหาเงินกู้นอกระบบเพื่อบรรเทาความเดือดร้อนของประชาชน,หนี้สิน เศรษฐกิจฐานราก,ทุกภูมิภาค,กค.
ได้รับเรื่องร้องเรียนจากประธานเครือข่ายสนับสนุนคลองไทย 9A ชะอวด ขอให้ดำเนินการขุดคลองไทยในเส้นทาง 9A เชื่อมระหว่างทะเลอ่าวไทยและทะเลอันดามัน,โครงสร้างพื้นฐานและสาธารณูปโภค,ทุกภูมิภาค,คค.
ขอให้รัฐบาล และหน่วยงานที่เกี่ยวข้องดำเนินการให้ความช่วยเหลือเกษตรกรผู้ปลูกข้าว เนื่องจากราคาข้าวเปลือกในฤดูข้าว ปี พ.ศ. ๒๕๖๔ ตกต่ำมากทั้งนี้ สภาผู้แทนราษฎรได้ส่งเรื่องให้ พณ. มท. พิจารณาโดยตรงแล้ว,ราคาสินค้าเกษตร,ทุกภูมิภาค,มท.
ขอให้จัดสรรชุดตรวจหาเชื้อโควิด – 19 ให้กับประชาชนในเขต ทม.ลำสามแก้ว ทม.คูคต และ ทน.รังสิต อ.ลำลูกกา จ.ปทุมธานี และตั้งจุดตรวจเชิงรุกให้กับประชาชนที่สมัครใจ,สาธารณสุข,ปทุมธานี,สธ.
ขอให้แก้ไขหรือยกเลิกเกณฑ์การประเมินภาษีตาม พ.ร.บ.ภาษีที่ดินและสิ่งปลูกสร้าง พ.ศ. ๒๕๖๒ เนื่องจากผู้ร้องไม่เห็นด้วยกับหลักเกณฑ์การประเมินภาษีและเห็นว่าเจตนารมณ์ของ พ.ร.บ.ดังกล่าว ขัดต่อรัฐธรรมนูญ,เศรษฐกิจ การคลัง,ทุกภูมิภาค,สปน.
ขอเสนอให้รัฐบาลมีมาตรการในการสร้างความเข้าใจแก่ประชาชนในการจัดทำแผนพัฒนาเศรษฐกิจและสังคมแห่งชาติของรัฐบาล โดยเฉพาะในโครงการนิคมอุตสาหกรรมจะนะ จังหวัดสงขลา ที่ถือเป็นเครื่องบ่งชี้ว่ารัฐบาลมีความตั้งใจในการกำหนดมาตรการให้หน่วยงานของรัฐดำเนินการให้เป็นประโยชน์แก่ประชาชนมากน้อยเพียงใด เนื่องจากโครงการดังกล่าวน่าจะเป็นที่พึงพอใจของประชาชนที่จะมีโอกาสได้เจริญก้าวหน้าไปพร้อมกับความเจริญรุ่งเรืองทางเศรษฐกิจและสังคมของประเทศ แต่ก็มีการชุมนุมประท้วงเพราะกระบวนการจัดทำแผนพัฒนาเศรษฐกิจและสังคมของรัฐบาลในอดีต ล้วนแต่มีความโน้มเอียงไปทางด้านวิชาการมากกว่าที่จะให้ความสนใจกับการมีส่วนร่วมของภาคประชาชน รัฐบาลจึงควรสื่อสารให้เห็นถึงผลการดำเนินการเพื่อพัฒนาเศรษฐกิจและสังคมของประเทศได้,การบริหารราชการแผ่นดิน,ทุกภูมิภาค,สศช.
ขอให้แก้ไขปัญหาการเปิดบ่อนการพนันผิดกฎหมายและตรวจสอบการติดตั้งตู้สล็อตหยอดเหรียญบริเวณหน้า รร. และหน้า รพ. ทุกอำเภอในเขตพื้นที่ จ. อุบลราชธานี,อาชญากรรม ยาเสพติดและการพนัน,อุบลราชธานี,ตร.
ขอให้หน่วยงานที่เกี่ยวข้องดำเนินการแก้ไขปัญหาบ่อนการพนัน ตู้ม้า และการพนันออนไลน์ในเว็ปไซต์ต่าง ๆ ในพื้นที่ จ.นนทบุรีทั้งนี้ สภาผู้แทนราษฎรได้ส่งเรื่องให้ มท. พิจารณาโดยตรงแล้ว,อาชญากรรม ยาเสพติดและการพนัน,นนทบุรี,ตร.
ขอให้หน่วยงานที่เกี่ยวข้องแก้ไขปัญหาความเดือดร้อนในพื้นที่ จ.ลำพูน ดังนี้(๑) ราคากระเทียมแห้งตกต่ำ เหลือกิโลกรัมละ ๒๕ – ๒๘ บาท ในขณะที่ต้นทุนการผลิตราคากิโลกรัมละ ๔๐ บาท(๒) การดำเนินนโยบายประกันรายได้ให้แก่เกษตรกรผู้ปลูกลำไยชนิดเกรด AA ในราคากิโลกรัมละ ๔๐ บาท,ราคาสินค้าเกษตร,ลำพูน,พณ.
ขอให้ รมว.ทส. และ รองอธิบดีกรมอุทยานแห่งชาติ สัตว์ป่า และพันธุ์พืช อนุญาตให้ดำเนินการก่อสร้างระบบสายส่งไฟฟ้าในพื้นที่อุทยานแห่งชาติ เพื่อติดตั้งไฟฟ้าให้แก่ประชาชนในบ้านโละโคะ – โครงการพระราชดำริ ป่าคา จ.กำแพงเพชร ซึ่ง กฟภ. ได้จัดสรรงบประมาณให้แล้ว,โครงสร้างพื้นฐานและสาธารณูปโภค,กำแพงเพชร,ทส.
ขอให้หน่วยงานที่เกี่ยวข้องกำกับดูแลและปราบปรามการลักลอบเปิดตู้ม้า และตู้สล็อตแมชชีน (Slot Machine) ในพื้นที่ ต.หนองปรือ อ.บางละมุง จ.ชลบุรี ทั้งนี้ สภาผู้แทนราษฎรได้ส่งเรื่องให้ มท. พิจารณาโดยตรงแล้ว,อาชญากรรม ยาเสพติดและการพนัน,ชลบุรี,ตร.
ขอให้สำนักงานคณะกรรมการนโยบายที่ดินแห่งชาติ (สคทช.) พิจารณาแก้ไขปัญหาความเดือดร้อนของประชาชนจากการออก พ.ร.ฎ.เพิกถอนที่ดินสาธารณประโยชน์ทับซ้อนที่ดินทำกินของประชาชนที่เคยได้รับเอกสาร น.ส. ๓ และ น.ส. ๓ ก ในพื้นที่ป่าคลองวังช้าง ม. ๑ ต.คลองปราบ อ.บ้านนาสาร จ.สุราษฎร์ธานี ต้องถูกเพิกถอนและต้องเสียค่าเช่าในที่ดินของตนเอง,ที่ดินทำกิน,สุราษฎร์ธานี,มท.
ขอให้มีนโยบายที่ชัดเจนเกี่ยวกับสถานศึกษา กรณีปัญหาการคุกคามสิทธิเสรีภาพ ในการแสดงออกทางการเมืองของนักเรียน นิสิต นักศึกษา,การเมือง,ทุกภูมิภาค,กค.
ขอให้รัฐมนตรีหรือหน่วยงานของรัฐแจ้งผลการปฏิบัติงานการแก้ไขปัญหาความเดือดร้อนของประชาชนตามข้อปรึกษาหารือ โดยขอให้แจ้งผลการดำเนินการให้ชัดเจน เพื่อให้สมาชิกสภาผู้แทนราษฎรที่ได้ปรึกษาหารือนำกลับไปแจ้งประชาชนในพื้นที่ที่อยู่ในข้อปรึกษาหารือได้ทราบต่อไป,การบริหารราชการแผ่นดิน,ทุกภูมิภาค,พณ.
ขอให้รัฐมนตรีหรือหน่วยงานของรัฐแจ้งผลการปฏิบัติงานการแก้ไขปัญหาความเดือดร้อนของประชาชนตามข้อปรึกษาหารือ โดยขอให้แจ้งผลการดำเนินการให้ชัดเจน เพื่อให้สมาชิกสภาผู้แทนราษฎร ที่ได้ปรึกษาหารือนำกลับไปแจ้งประชาชนในพื้นที่ที่อยู่ในข้อปรึกษาหารือได้ทราบต่อไป,การบริหารราชการแผ่นดิน,ทุกภูมิภาค,สนทช.
ขอให้ชะลอการจัดซื้อเรือดำน้ำออกไปก่อน ถึงแม้ว่าการเสริมสร้างศักยภาพกองทัพยังมีความจำเป็นอยู่ แต่ยังไม่เป็นเรื่องเร่งด่วนเท่ากับการนำเงินงบประมาณไปช่วยเหลือประชาชนที่ตกงานหรือนำไปกระจายรายได้สู่ประชาชนโดยตรง,ความมั่นคง,ทุกภูมิภาค,กห.
